tag,cfg,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
v08.0.0,AI,-17.437604395604396,-37.6605054945055,-38.56076153846154,-19.807464835164836,-16.31890879120879,-17.06350879120879,-18.859295604395605,-18.483285714285714,-17.953136263736265,-26.499884615384616,-17.420079120879123,-37.69911868131868,-38.545475824175824,-19.206749450549452
v08.0.0,AS,-26.2332125,-37.452475,-37.220025,-27.542324999999998,-22.224225,-24.900637500000002,-31.3643875,-30.5164,-25.224362499999998,-31.71885,-26.1759375,-37.48305,-37.33795,-27.5872
v08.0.0,LD,-20.7249125,-40.17891428571429,-39.02581428571428,-22.662121428571428,-20.54856785714286,-20.654644642857143,-22.565457142857145,-22.0797375,-20.899985714285716,-28.48170892857143,-20.81932142857143,-40.376,-38.834153571428565,-22.242048214285713
v08.0.0,RA,-24.752232967032967,-42.02845714285714,-41.601639560439565,-26.609678021978024,-24.029083516483517,-24.595007692307693,-29.503843956043955,-28.57644065934066,-24.588600000000003,-31.886078021978022,-24.83187142857143,-42.184558241758246,-41.49657692307692,-26.081928571428573
v08.0.0,Still,-9.713473684210527,-26.61261403508772,-30.097871929824564,-11.809229824561402,-9.232663157894736,-10.106512280701754,-10.825305263157896,-10.578231578947369,-11.275750877192984,-15.25638947368421,-9.713473684210527,-26.61261403508772,-30.097871929824564,-10.946463157894737
v09.0.0,AI,-19.340636263736265,-37.73907362637363,-38.32149120879121,-21.532291208791207,-18.600785714285713,-18.992863736263736,-21.20286923076923,-20.954105494505495,-20.0983010989011,-27.633684615384617,-19.357635164835163,-37.793716483516484,-38.32591428571428,-20.91225164835165
v09.0.0,AS,-28.4412125,-37.4619875,-37.320862500000004,-29.507325,-24.398075,-26.501775,-32.6123,-31.816175,-27.34945,-32.68935,-28.4937375,-37.5696,-37.527924999999996,-29.6735625
v09.0.0,LD,-22.759162500000002,-40.141371428571425,-38.51945892857143,-24.45953928571429,-22.35815,-22.37427142857143,-25.330183928571426,-24.76862142857143,-23.15373214285714,-29.332007142857144,-23.079385714285714,-40.52513750000001,-38.58015535714286,-24.3382875
v09.0.0,RA,-26.88132087912088,-41.965793406593406,-41.65875824175824,-28.50814065934066,-26.14845934065934,-26.4871978021978,-31.95350879120879,-31.029363736263733,-26.902306593406593,-32.91132637362637,-27.143034065934064,-42.32180549450549,-41.75386813186813,-28.229139560439563
v09.0.0,Still,-11.989347368421052,-26.33352105263158,-28.581896491228072,-13.819784210526317,-12.343480701754386,-12.658417543859649,-14.50569649122807,-14.253640350877193,-13.864943859649122,-16.746696491228068,-11.989347368421052,-26.33352105263158,-28.581896491228072,-12.952261403508773
v10.0.0,AI,-19.9952010989011,-36.970882417582416,-37.70820879120879,-22.019706593406593,-18.766813186813188,-19.238897802197805,-23.571793406593404,-22.654561538461536,-20.271004395604397,-27.682332967032966,-20.02823406593407,-36.967301098901096,-37.6507032967033,-21.465237362637364
v10.0.0,AS,-29.7717625,-38.0086875,-37.788525,-30.73905,-25.0427375,-27.5776875,-35.68725,-34.8875375,-28.4632,-33.7978,-29.8212625,-38.1276125,-38.0283375,-30.949175
v10.0.0,LD,-23.370160714285714,-39.73337321428572,-38.79595535714286,-24.98960357142857,-22.504155357142857,-22.603058928571425,-25.922485714285717,-25.408485714285714,-23.337907142857144,-29.846769642857144,-23.66144464285714,-40.12451607142857,-38.7872,-24.859080357142858
v10.0.0,RA,-27.972497802197804,-42.26224175824176,-42.27208241758242,-29.52604945054945,-26.771281318681318,-27.219141758241758,-33.64935824175824,-32.55572197802198,-27.632632967032965,-33.796194505494505,-28.231305494505495,-42.60625384615385,-42.3111,-29.266465934065934
v10.0.0,Still,-12.338864912280702,-26.183633333333333,-29.930171929824564,-14.122668421052632,-12.248798245614035,-12.80130350877193,-15.612498245614034,-14.906052631578946,-13.893150877192982,-16.830719298245615,-12.338864912280702,-26.183633333333333,-29.930171929824564,-13.27129649122807
v11.0.0,AI,-20.15973076923077,-37.819624175824174,-38.99395934065934,-22.272664835164836,-18.93051098901099,-19.42100989010989,-23.563005494505493,-22.70056043956044,-20.478257142857142,-28.34145934065934,-20.191406593406594,-37.79949450549451,-38.93318571428571,-21.674731868131868
v11.0.0,AS,-30.184649999999998,-38.5430125,-38.7675125,-31.224875,-25.8862625,-27.964675,-35.60635,-34.8039,-29.01425,-34.3687125,-30.2251625,-38.6903375,-38.995075,-31.4089375
v11.0.0,LD,-24.23714107142857,-39.977807142857145,-38.63425357142857,-25.761642857142856,-23.308264285714284,-23.37722678571429,-27.092764285714285,-26.53504285714286,-24.247521428571428,-30.575207142857145,-24.57625892857143,-40.358517857142864,-38.62979285714285,-25.691557142857143
v11.0.0,RA,-28.434328571428573,-43.14566813186813,-42.9060032967033,-30.040115384615387,-27.356265934065934,-27.70070769230769,-34.189826373626374,-33.11838351648352,-28.31469120879121,-34.526364835164834,-28.653423076923076,-43.429625274725275,-42.95044615384615,-29.720203296703296
v11.0.0,Still,-12.1817,-26.224594736842104,-28.51824385964912,-13.997491228070174,-12.149419298245613,-12.6944,-15.284242105263159,-14.694528070175439,-13.807635087719298,-16.97582807017544,-12.1817,-26.224594736842104,-28.51824385964912,-13.107173684210526
v12.0.0,AI,-20.265641758241756,-37.86465824175824,-38.90867362637363,-22.364813186813187,-18.978458241758243,-19.47074065934066,-23.729965934065934,-22.85651318681319,-20.559565934065933,-28.419897802197802,-20.298130769230767,-37.84763626373626,-38.836116483516484,-21.775149450549453
v12.0.0,AS,-30.4731125,-38.9187125,-38.8867875,-31.5169,-26.133074999999998,-28.1301375,-36.0484625,-35.294275,-29.2235375,-34.636449999999996,-30.516875,-39.071075,-39.1151375,-31.69925
v12.0.0,LD,-24.764655357142857,-40.11507678571429,-38.87376785714286,-26.25622142857143,-23.58384285714286,-23.715517857142856,-27.744742857142857,-27.217710714285715,-24.6803625,-30.940328571428573,-25.101501785714284,-40.473510714285716,-38.88163035714286,-26.18978035714286
v12.0.0,RA,-28.67620989010989,-43.441781318681315,-43.0040054945055,-30.28214835164835,-27.437110989010986,-27.83217142857143,-34.53582307692308,-33.44789450549451,-28.5106010989011,-34.814536263736265,-28.892914285714287,-43.700656043956045,-43.037336263736265,-29.953713186813186
v12.0.0,Still,-12.192456140350878,-26.032794736842106,-29.764185964912283,-13.972510526315789,-12.18839649122807,-12.6829649122807,-15.261163157894737,-14.706654385964914,-13.819429824561404,-16.89458596491228,-12.192456140350878,-26.032794736842106,-29.764185964912283,-13.095066666666668
v13.0.0,AI,-20.478557142857145,-38.41393626373627,-38.47028351648351,-22.600694505494506,-19.178157142857142,-19.682957142857145,-24.06896153846154,-23.161512087912087,-20.769485714285715,-28.735153846153846,-20.510195604395605,-38.3980967032967,-38.403120879120884,-22.075087912087913
v13.0.0,AS,-30.5970375,-38.950525,-38.7418625,-31.609575,-26.34045,-28.272737499999998,-35.9842125,-35.208725,-29.3167625,-34.7819875,-30.6357375,-39.082412500000004,-38.964600000000004,-31.8035375
v13.0.0,LD,-24.88114285714286,-41.03970714285714,-39.542882142857145,-26.43836607142857,-23.981669642857145,-24.107469642857144,-27.867885714285713,-27.27007142857143,-24.6539875,-31.31749285714286,-25.1010125,-41.34429107142857,-39.433749999999996,-26.23003214285714
v13.0.0,RA,-28.754124175824177,-43.08490549450549,-42.37962527472528,-30.28096153846154,-27.551983516483517,-27.93167912087912,-34.581738461538464,-33.50237692307692,-28.574742857142855,-34.54594945054945,-28.978240659340656,-43.39538681318681,-42.42850439560439,-30.01562857142857
v13.0.0,Still,-12.177457894736841,-26.25118421052632,-28.339680701754386,-13.979310526315789,-12.151054385964912,-12.663622807017545,-15.405410526315789,-14.800670175438595,-13.817229824561403,-16.93862807017544,-12.177457894736841,-26.25118421052632,-28.339680701754386,-13.108615789473685
